osm_id,code,fclass,name,x,y
"5884709","2204",park,Varrezat e Dëshmorëve,21.175,42.659
"5884709","2721",attraction,Varrezat e Dëshmorëve,21.175,42.659
"33354574","2010",prison,Burgu i Dubravës,20.552,42.787
"36008500","2082",school,Shkolla e Mesme Teknike Mehmet Isai,21.466,42.468
"36009648","2002",fire_station,Zjarrëfiksat,21.467,42.458
"36942879","2204",park,Parku Gavranit,21.456,42.469
"36972524","2256",stadium,"Stadioni Agush Isufi",21.584,42.578
"47000529","2252",pitch,,21.157,42.663
"48290911","2256",stadium,"Stadioni i Qytetit, Gjakovë",20.434,42.384
"49011811","2204",park,,21.170,42.674
"49322637","2252",pitch,,21.183,42.657
"54150360","2015",graveyard,,20.706,41.989
"81657893","2081",university,"Universiteti Publik i Gjakoves Fehmi Agani",20.437,42.384
"83810380","2301",restaurant,Verona,20.741,42.209
"86280546","2082",school,Shkolla fillore 11 Marsi,20.839,42.336
"86775583","2082",school,,21.509,42.458
"86881091","2082",school,,21.473,42.387
"87069127","2082",school,,21.501,42.477
"87071736","2082",school,Miladin Popovic,21.499,42.401
"87078448","2082",school,,21.309,42.458
"87078903","2082",school,"Shkolla Fillore Vatra e Diturise",21.430,42.454
"87361200","2082",school,"Shkolla Fillore e Mesme e Ulët Mihal Grameno",21.102,42.641
"87454859","2082",school,,21.191,42.670
"87456135","2082",school,Asim Vokshi,21.164,42.676
"87564466","2082",school,,21.500,42.384
"87599003","2082",school,,21.157,42.365
"87599401","2082",school,,21.149,42.365
"87605341","2082",school,"Shkolla Fillore 8 Marsi",20.301,42.659
"87606945","2082",school,,20.730,42.207
"87610730","2082",school,,21.048,42.430
"87646476","2082",school,"Shkolla mesme Gjimnazi Vellezerit Frasheri",20.285,42.541
"87663123","2504",mall,Shtepia e mallrave,20.292,42.660
"87663143","2252",pitch,Fusha e Tenisit,20.291,42.652
"87663144","2251",sports_centre,Palestra e Sporteve,20.292,42.652
"87663775","2082",school,Shkolla Speciale Per te Verber,20.303,42.661
"87663777","2082",school,"Shkolla Teknike Shaban Spahija",20.307,42.661
"87663779","2082",school,"Shkolla e Arteve Odhise Paskali",20.285,42.662
"87663782","2252",pitch,Fusha e Sportit - Kosharka,20.287,42.661
"87663930","2082",school,Xhemal Kada,20.303,42.668
"87761136","2082",school,,21.140,42.649
"87799894","2501",supermarket,ETC,20.315,42.655
"87826577","2082",school,"Shkolla Fillore Ramiz Sadiku",20.301,42.663
"88120990","2082",school,Mustaf Venhari,20.962,42.827
"88120996","2082",school,Migjeni,20.856,42.879
"88120998","2082",school,Naim Frashëri,20.961,42.821
"88189508","2110",hospital,Spitali Rajonal i Prizrenit,20.730,42.204
"88306283","2082",school,,20.737,42.123
"88310428","2081",university,UP “Fehmi Agani” - Rektorati,20.427,42.382
"88311623","2082",school,Shkolla Fillore Trepqa,20.393,42.724
"88542107","2099",public_building,,21.184,42.698
"88545382","2082",school,,21.157,42.364
"88548631","2082",school,,21.144,42.374
"88548633","2082",school,"Shkolla fillore dhe e mesme e ulët Jeronim de Rada",21.147,42.372
"88717952","2082",school,,20.757,42.229
"91871739","2256",stadium,Shahin Haxhiislami Stadium,20.294,42.653
"92000324","2005",post_office,PTK,21.463,42.469
"93473451","2110",hospital,Qendra e Mjekësisë Familjare,20.825,42.354
"93473459","2082",school,Jeta e Re,20.824,42.353
"97192182","2204",park,Pishat e Sllatinës,21.017,42.617
"98114336","2204",park,Parku Pishat Janjevë,21.254,42.585
"102289401","2256",stadium,"Stadiumi Ismet Shabani",21.150,42.363
"104180127","2204",park,,21.175,42.664
"104183521","2512",clothes,House of Sport,21.165,42.661
"105216457","2082",school,"English School Britanica-ELT",21.159,42.651
"105216476","2904",fountain,Fontana e Qytetit,21.163,42.651
"105216476","2721",attraction,Fontana e Qytetit,21.163,42.651
"105216525","2252",pitch,Fushë Sporti,21.162,42.652
"105216528","2205",playground,,21.161,42.652
"105216538","2205",playground,,21.161,42.651
"105324603","2083",kindergarten,"Qerdhja për fëmijë Gezimi Yne",21.159,42.648
"105324637","2082",school,"Shkolla Fillore Hasan Prishtina",21.161,42.649
"105324846","2301",restaurant,Gjelltore Te Nazi,21.160,42.654
"105324861","2501",supermarket,Blue Market,21.159,42.651
"105324906","2501",supermarket,Beni Dona,21.159,42.651
"105375207","2601",bank,Raiffeisen Bank Kosovo,21.165,42.655
"105375223","2082",school,"Shkolla Fillore Naim Frashëri",21.167,42.659
"105487480","2251",sports_centre,"Salla 1 Tetori",21.166,42.654
"105487486","2081",university,Menza e Studentëve,21.165,42.654
"105487490","2099",public_building,Konvikti 3,21.165,42.651
"105487521","2099",public_building,Konvikti 2,21.164,42.652
"105505557","2083",kindergarten,Lulevera,21.156,42.649
"105551609","2204",park,,21.157,42.648
"105555618","2721",attraction,Katedralja Nëna Terezë,21.159,42.656
"105686209","2252",pitch,,21.155,42.650
"105686212","2205",playground,,21.154,42.651
"105686222","2251",sports_centre,,21.153,42.650
"105686229","2082",school,"Shkolla fillore Dardania",21.154,42.650
"105765684","2252",pitch,,21.156,42.651
"105765700","2082",school,,21.155,42.653
"105765777","2205",playground,,21.151,42.651
"105774819","2082",school,Sh. F. Xhemajl Mustafa,21.155,42.653
"106282075","2252",pitch,"Fusha e Futbollit Ramiz Sadiku",21.158,42.645
"106783576","2252",pitch,,21.179,42.657
"120397506","2501",supermarket,Abi Center,20.732,42.216
"123824821","2015",graveyard,Varrezat,20.655,42.405
"123826963","2301",restaurant,"Restaurant Erson Baba",20.653,42.411
"123827645","2401",hotel,Hotel Park Plaza,20.652,42.398
"123827755","2251",sports_centre,TONI Sport,20.650,42.410
"123828034","2012",community_centre,Qendra Rinore SHL-Kosova,20.649,42.394
"123828458","2009",courthouse,Gjykata,20.658,42.398
"123828524","2901",toilet,,20.652,42.400
"123828582","2501",supermarket,Super Viva,20.650,42.397
"123828600","2082",school,,20.657,42.405
"123828822","2005",post_office,PTK - Posta dhe Telekomi i Kosoves,20.653,42.400
"123829004","2001",police,Policia,20.658,42.397
"123829076","2402",motel,JAHA Motel,20.642,42.399
"123829403","2251",sports_centre,Palestra Sportive “Mizahir Isma”,20.654,42.398
"123829538","2303",cafe,,20.653,42.397
"123829548","2723",monument,Xhamia e Sokolit,20.656,42.403
"123829688","2016",market_place,EDI,20.649,42.393
"123830126","2082",school,Sadedin Hajda,20.643,42.392
"123830524","2204",park,,20.652,42.397
"123830856","2204",park,,20.653,42.397
"123831252","2204",park,,20.652,42.397
"123831422","2256",stadium,"Stadiumi Selajdin Mullabazi - Mici",20.653,42.398
"124899257","2401",hotel,Grand Hotel Prishtina,21.160,42.660
"124914606","2011",embassy,Ambasada e Norvegjisë,21.158,42.657
"124915145","2011",embassy,British Council,21.158,42.657
"124915159","2011",embassy,Ambasada Finlandeze,21.157,42.657
"124916224","2014",arts_centre,Galeria e Arteve te Kosovës,21.164,42.657
"124936387","2301",restaurant,Renaissance 2,21.160,42.658
"124942509","2301",restaurant,Menza Ramiz Sadiku,21.158,42.659
"124942560","2301",restaurant,Central Room cafe bar,21.158,42.659
"124951398","2007",library,"Biblioteka Kombëtare e Kosovës Pjetër Bogdani",21.162,42.658
"124951398","2721",attraction,"Biblioteka Kombëtare e Kosovës Pjetër Bogdani",21.162,42.658
"124951399","2721",attraction,Katedralja Krishti Shpëtimtar,21.164,42.658
"124953486","2110",hospital,Medicus,21.157,42.656
"124953496","2303",cafe,Cana 5,21.157,42.656
"125494530","2111",clinic,QKMF - Poliklinika Stomatologjike,21.159,42.662
"125494556","2305",bar,Mamounia Shisha Bar 2,21.158,42.663
"125494559","2001",police,Policia Rajonale e Prishtinës,21.159,42.662
"125494604","2014",arts_centre,Ansambli Kombëtar Shota,21.156,42.663
"125494622","2251",sports_centre,Qendra e Rinisë dhe Sportit,21.157,42.661
"125540908","2111",clinic,Qendra Kryesore e Mjekësisë Familjare,21.161,42.664
"125540922","2567",travel_agent,Reisebüro Prishtina,21.164,42.663
"125540939","2201",theatre,Teatri Kombëtar i Kosovës,21.165,42.663
"125540950","2301",restaurant,Vendum,21.164,42.662
"125540973","2301",restaurant,BOHO,21.163,42.664
"125541008","2203",cinema,Kinemaja ABC,21.161,42.665
"125541028","2011",embassy,Zyra e Bashkimit Evropian në Kosovë,21.164,42.665
"125541068","2601",bank,eurokoha,21.161,42.665
"125541070","2401",hotel,City Inn,21.162,42.664
"125541708","2008",town_hall,Kuvendi Komunal i Prishtinës,21.165,42.666
"125550043","2502",bakery,Premium Bakery & Caffe,21.155,42.656
"128628686","2099",public_building,Kosovo Customs,21.154,42.647
"129244201","2005",post_office,Posta e Kosovës,21.470,42.466
"133420085","2303",cafe,,21.148,42.650
"133420092","2904",fountain,,21.147,42.650
"133776805","2001",police,Vendkalimi kufitar Han i Elezit,21.302,42.142
"134818161","2015",graveyard,Varrezat e Qytetit,21.169,42.366
"134930882","2083",kindergarten,Qerdhe e Femijeve,21.159,42.373
"134989995","2084",college,Shkolla e Mesme e Mjeksisë,21.157,42.370
"136001313","2731",castle,Kalaja e Prizrenit,20.746,42.209
"136001313","2721",attraction,Kalaja e Prizrenit,20.746,42.209
"136057634","2081",university,Fakulteti Teknik - UP - FIEK / FNA / FIM,21.167,42.648
"136058308","2083",kindergarten,Instutucioni Parashkollor Ardhmëria,21.167,42.653
"136060270","2082",school,,21.141,42.648
"136060271","2252",pitch,Volleyball field,21.141,42.648
"136060272","2252",pitch,Football field,21.141,42.647
"136060275","2252",pitch,Basketball field,21.141,42.647
"136061138","2252",pitch,,21.140,42.649
"136088262","2110",hospital,Qendra Kombëtare e Transfuzionit të Gjakut,21.162,42.645
"136354953","2722",museum,Muzeu i Kosovës,21.166,42.666
"136354955","2401",hotel,Hotel Parlament,21.167,42.665
"143471127","2099",public_building,Stacioni Hekurudhor Drenas,20.897,42.624
"144092561","2204",park,Parku i Qytetit,20.863,42.889
"144092571","2256",stadium,Stadiumi i Trepçes 89,20.862,42.888
"145095383","2204",park,Parku i Qytetit,20.971,42.821
"145144802","2081",university,"Universiteti Iliria",21.173,42.656
"145210508","2520",jeweller,Kuqpeli accessories,21.157,42.655
"146366101","2001",police,Policia Kufitare,20.289,42.759
"146478678","2204",park,Parku i Muzeut,20.869,42.887
"146604909","2099",public_building,Drejtorija KEK,20.868,42.889
"146604914","2099",public_building,,20.868,42.889
"146604928","2005",post_office,Posta dhe Telekomunikacioni i Kosovës,20.868,42.889
"146611131","2099",public_building,Enti Pensional dhe Social,20.869,42.889
"146611134","2001",police,Policia HQ,20.869,42.889
"146621280","2008",town_hall,Komuna e Mitrovicës,20.866,42.889
"146621285","2082",school,Shkolla Fillore Anton Z. Cajupi,20.868,42.887
"146622540","2904",fountain,,20.865,42.876
"146622541","2204",park,,20.864,42.875
"146623847","2251",sports_centre,Palestra e Sporteve Minatori,20.867,42.891
"146623848","2201",theatre,Rexhep Mitrovica,20.865,42.890
"146623849","2082",school,Eqrem Çabej,20.868,42.891
"146654837","2082",school,Bedri Gjinaj,20.873,42.889
"146654849","2601",bank,Raiffeisen Bank Kosovo,20.870,42.888
"2221544","2110",hospital,QKMF Mitrovicë,20.868,42.889
"146825481","2204",park,Nënë Tereza,20.866,42.889
"147017048","2402",motel,Motel Mitrovica,20.869,42.888
"147017060","2721",attraction,Jadrani,20.870,42.889
"147110263","2404",guesthouse,Bajrampasha Isa Beg,20.867,42.887
"147110271","2301",restaurant,Garden,20.866,42.886
"147110277","2544",furniture_shop,Bashqe,20.866,42.886
"147110282","2601",bank,BPB,20.866,42.887
"147110284","2601",bank,NLB Banka,20.867,42.886
"147112009","2501",supermarket,Dielli,20.872,42.889
"147125044","2301",restaurant,Majestic,20.872,42.889
"147125045","2082",school,Hasan Prishtina Economy High School,20.870,42.886
"147125049","2601",bank,TEB Banka,20.867,42.885
"147125067","2305",bar,Barcode,20.867,42.890
"147135446","2301",restaurant,Ëmbëltorja Jaffa,20.870,42.887
"147135452","2501",supermarket,Market Florenti,20.873,42.889
"147144896","2732",ruins,Shtëpija e Xhafer Devës,20.870,42.889
"147144901","2402",motel,Motel Jaffa,20.866,42.878
"147144902","2016",market_place,Tregu i Gjelbërt,20.862,42.888
"147144905","2402",motel,Motel Genti,20.866,42.878
"147144907","2503",kiosk,Besi Petrol,20.866,42.878
"147330673","2005",post_office,Posta,20.875,42.889
"147330682","2001",police,Stacioni Policor,20.874,42.890
"148117467","2099",public_building,Republika e Kosoves - Agjencia per dhime juridike falas,20.866,42.888
"151079625","2724",memorial,Monument to the Serbian and Albanian Partisans,20.860,42.896
"159097537","2082",school,,20.879,42.775
"159097555","2252",pitch,,20.878,42.775
"160401704","2081",university,AKSP,20.965,42.826
"160401705","2401",hotel,Hotel Park,20.865,42.875
"163799849","2204",park,,20.653,42.397
"163799850","2204",park,,20.653,42.397
"163799851","2204",park,,20.653,42.397
"163799852","2204",park,,20.653,42.397
"163799853","2204",park,,20.652,42.397
"163799854","2204",park,,20.652,42.397
"163826815","2204",park,,20.653,42.397
"163826816","2204",park,,20.652,42.397
"163826817","2204",park,,20.653,42.397
"163826818","2204",park,,20.652,42.397
"163826819","2204",park,,20.653,42.397
"163826820","2204",park,,20.653,42.397
"163826821","2204",park,,20.653,42.398
"163826822","2204",park,,20.652,42.397
"163844669","2083",kindergarten,Qerdha e femijeve,20.652,42.397
"163844670","2083",kindergarten,Qerdha e femijeve,20.651,42.397
"163844671","2301",restaurant,Proper Pizza Rahovec,20.652,42.397
"163844674","2252",pitch,,20.653,42.398
"163917476","2015",graveyard,Varrezat,20.661,42.396
"163987561","2082",school,"Shkolla Fillore Bislim Imeri Kçiq i Madh",20.925,42.861
"164105373","2401",hotel,Hotel Dodona,21.000,42.955
"164393982","2082",school,Shkolla e Zaselles,20.906,42.892
"165764357","2401",hotel,Hotel Palace & SPA,20.893,42.873
"165764360","2402",motel,Motel Dardani,20.893,42.871
"165764361","2015",graveyard,Varezat Islame,20.892,42.872
"167085655","2723",monument,Xhamia e Kasumit,20.656,42.403
"170278350","2001",police,Vendkalimi kufitar Morinë,20.546,42.155
"171792588","2008",town_hall,Kuvendi Komunal i Prizrenit,20.741,42.215
"171792596","2082",school,"Shkolla Fillore Lek Dukagjini",20.741,42.222
"171792597","2501",supermarket,,20.742,42.222
"171792607","2016",market_place,Tregu i Qylhanit,20.740,42.217
"173015320","2099",public_building,,20.741,42.216
"173019696","2204",park,,20.742,42.214
"173019702","2204",park,,20.741,42.215
"173019711","2012",community_centre,"Shtëpia e Kulturës Xhemajli Berisha",20.741,42.211
"173022444","2501",supermarket,Fructal,20.734,42.220
"173068202","2099",public_building,,20.723,42.219
"173068205","2501",supermarket,,20.731,42.205
"173068216","2501",supermarket,,20.730,42.205
"173068219","2099",public_building,,20.724,42.219
"173070741","2722",museum,Lidhja Shqiptare e Prizrenit - 10 Qershor 1878,20.744,42.212
"173070751","2251",sports_centre,Andrra,20.749,42.209
"173070756","2401",hotel,Classic Hotel,20.739,42.209
"173078018","2099",public_building,,20.738,42.216
"173078055","2099",public_building,,20.736,42.211
"173080528","2082",school,,20.740,42.222
"173084591","2011",embassy,Consulate of Turkey,20.741,42.210
"173084599","2203",cinema,Lumbardhi,20.740,42.210
"173150528","2501",supermarket,Interex,20.726,42.209
"173150542","2001",police,,20.731,42.211
"173150545","2099",public_building,,20.730,42.210
"173150556","2099",public_building,,20.730,42.210
"173150565","2099",public_building,,20.730,42.211
"173985249","2401",hotel,Hotel T&A,20.727,42.234
"174501878","2015",graveyard,Varrezat Shqiptarë,20.859,42.900
"174501880","2252",pitch,,20.859,42.897
"174504769","2110",hospital,Spitali Regjional i Mitrovicës,20.860,42.893
"177641522","2731",castle,Тврђава Звечан,20.848,42.905
"180824837","2510",general,JUMBO,21.110,42.642
"180824848","2504",mall,Greta Shopping Center,21.111,42.641
"180825618","2252",pitch,Stadiumi i Herthes,21.113,42.641
"180825622","2504",mall,BabyCenter,21.114,42.643
"180825623","2504",mall,Giza Center,21.112,42.642
"180825625","2504",mall,Hertha Center,21.113,42.642
"180825752","2504",mall,Moda Italia,21.115,42.644
"180827752","2401",hotel,Baci Hotel,21.120,42.644
"180827772","2543",doityourself,Lesna,21.120,42.644
"184797743","2082",school,,20.713,42.224
"184899212","2504",mall,My Home,21.133,42.648
"184914179","2401",hotel,,21.145,42.643
"185100810","2543",doityourself,Tregtia,21.115,42.644
"185100843","2544",furniture_shop,Agimi Company,21.116,42.645
"185100870","2543",doityourself,Vatani SH.P.K.,21.117,42.645
"185141193","2541",car_dealership,Auto Kaçandolli,21.123,42.650
"185950042","2501",supermarket,Maxi Hipermarket,21.114,42.648
"185950046","2529",beauty_shop,Exclusive Group,21.113,42.647
"186262668","2016",market_place,Tregu i Gjelbërt,20.653,42.399
"186659424","2252",pitch,,20.827,42.922
"186896652","2950",tower,,20.650,42.939
"187364136","2083",kindergarten,Yllka,20.744,42.219
"190098631","2099",public_building,,20.745,42.217
"190098649","2502",bakery,,20.743,42.220
"193018308","2258",track,,21.010,42.572
"193018317","2252",pitch,,21.010,42.572
"193028258","2504",mall,Edi Market,20.788,42.273
"194362312","2082",school,Shkolla Fillore 17 Shkurti,20.819,42.342
"195162195","2253",swimming_pool,Ilixha e Banjes,20.778,42.464
"196795332","2252",pitch,,21.162,42.653
"198718807","2256",stadium,Armir Durmisi Stadion,20.807,42.126
"199240916","2952",water_tower,,20.940,42.826
"199356976","2015",graveyard,,20.882,42.891
"199363288","2722",museum,Trepça Mineral Museum,20.919,42.939
"199459298","2256",stadium,Stadiumi i Qytetit,20.822,42.353
"200764688","2301",restaurant,Golden Day,21.124,42.522
"204275617","2082",school,Shkolla Fillore Korishë,20.791,42.258
"204275621","2256",stadium,,20.792,42.258
"204309454","2110",hospital,Spitali Sheik Zahid,20.965,42.825
"204309455","2001",police,Stacioni Policor Vushtrri,20.965,42.825
"205349744","2501",supermarket,ETC,21.157,42.657
"205980288","2204",park,,20.652,42.397
"206455042","2723",monument,NEWBORN (NEW10RN),21.158,42.661
"206455042","2721",attraction,NEWBORN (NEW10RN),21.158,42.661
"206457190","2204",park,Parku i Qytetit,21.170,42.661
"206544793","2204",park,,21.163,42.662
"206544796","2204",park,,21.163,42.662
"206544798","2204",park,,21.163,42.662
"208281366","2724",memorial,Përmendore,21.176,42.659
"208427026","2099",public_building,,20.725,42.220
"208427028","2099",public_building,,20.724,42.220
"208427029","2099",public_building,,20.725,42.219
"210676196","2258",track,Hipodrum Kompleks,20.790,42.348
"212861486","2721",attraction,Leqinat,20.091,42.669
"212861509","2401",hotel,Guri i Kuq,20.082,42.684
"214806486","2301",restaurant,Te Liqeni,20.085,42.682
"214806486","2401",hotel,Te Liqeni,20.085,42.682
"216678964","2401",hotel,Hotel Magra Austria,20.058,42.752
"217683047","2082",school,Shfmu “Zekeria Rexha”,20.428,42.389
"218098413","2252",pitch,,21.160,42.649
"220959726","2303",cafe,Mulliri i vjeter,20.743,42.210
"221901056","2012",community_centre,YMCA,20.427,42.383
"221904061","2008",town_hall,Kuvendi Komunal,20.431,42.379
"222003920","2009",courthouse,Gjykata Themelore,20.428,42.387
"222036367","2204",park,Parku i Lirisë,20.432,42.374
"222036370","2723",monument,,20.421,42.380
"222040960","2015",graveyard,Varrezat e martireve,20.417,42.382
"222049856","2401",hotel,Hotel Pashtriku,20.429,42.383
"222053991","2252",pitch,,20.428,42.389
"222053992","2252",pitch,,20.428,42.392
"222060596","2110",hospital,"Spitali Rajonal Isa Grezda",20.430,42.369
"222060600","2204",park,Parku i Lirisë,20.430,42.375
"222065390","2401",hotel,Qarshia e Jupave,20.427,42.382
"222092359","2722",museum,Kulla e Avdullah Pashe Drenit,20.428,42.383
"222092370","2204",park,Parku i Qytetit,20.430,42.384
"222615097","2204",park,,20.428,42.387
"222747023","2083",kindergarten,"Çerdhja Ganimete Terbershi",20.429,42.392
"223825036","2950",tower,,20.265,42.661
"223844173","2001",police,Stacioni Policor,20.653,42.061
"223857572","2252",pitch,Te Gopi - kalceto,20.543,42.369
"223990035","2501",supermarket,ETC Qendra Tregtare,21.125,42.648
"223993508","2252",pitch,,20.271,42.484
"223993509","2082",school,Gjimnazi Kuvendi i Junikut,20.271,42.484
"223993511","2110",hospital,AMF Novosella Eperme,20.393,42.462
"223993513","2082",school,"SHFMU Shtjefën Kurti",20.393,42.461
"223993514","2252",pitch,,20.393,42.462
"223996452","2401",hotel,Hotel Arxhena,20.711,41.965
"224533602","2504",mall,ALBI Shopping Mall,21.152,42.633
"224539465","2252",pitch,,20.697,42.917
"2983200","2258",track,,20.697,42.917
"227388508","2511",convenience,Kod Pekara,20.740,43.168
"227503944","2511",convenience,Meridian,20.290,42.660
"228558740","2721",attraction,Liqeni Breznës,20.641,42.131
"229281960","2301",restaurant,Restaurant Viktoria,20.899,42.886
"229433373","2731",castle,Kalaja e Harilaqit,20.998,42.578
"229433373","2721",attraction,Kalaja e Harilaqit,20.998,42.578
"229434591","2099",public_building,Meridian,21.128,42.561
"229562996","2082",school,,21.039,42.429
"229563007","2082",school,Shkolla,21.027,42.428
"229563011","2251",sports_centre,Stadiumi i Shkollës,21.027,42.429
"229563529","2082",school,Shkolla,21.044,42.460
"229604367","2401",hotel,Hotel Narcis Brezovicë,21.003,42.222
"229613295","2256",stadium,,21.071,42.251
"230075620","2502",bakery,,20.742,42.220
"230078787","2501",supermarket,Kastrati,20.720,42.226
"230082177","2501",supermarket,Super VIVA,20.721,42.207
"230086817","2401",hotel,Hotel OK,20.772,42.253
"230086847","2301",restaurant,Alegria,20.753,42.242
"230089433","2015",graveyard,Varrezat kryesore të qytetit,20.408,42.372
"230128644","2721",attraction,Xhamia paminare (Mesxhidi i Madh),20.293,42.661
"230220266","2252",pitch,Klubi Futbollistik Liria,21.565,42.429
"230229187","2252",pitch,Agim Ramadani,21.465,42.454
"230321151","2082",school,,21.433,42.405
"230364794","2082",school,Gjimnazi Ahmet Gashi,21.169,42.668
"230579083","2082",school,"Shkolla Fillore Skenderbeu",21.520,42.509
"230660086","2082",school,"Gjimnazi Natyror Xhavit Ahmeti",21.464,42.468
"231090654","2082",school,"SHFMU Ibrahim Banushi Shalë",20.918,42.507
"231908614","2001",police,Vendkalimi kufitar Glloboqicë,21.187,42.164
"233415817","2099",public_building,,20.735,42.211
"235857172","2504",mall,Shtëpia e Mallrave,21.471,42.465
"236989212","2252",pitch,Fusha e basketbollit,21.222,42.674
"237372696","2252",pitch,Fusha e Futbollit Ercom,20.936,42.504
"238405041","2505",department_store,Viva Fresh,20.897,42.868
"239174722","2082",school,Shkolla e Mesme Mikëse Shaqir Hoxha,20.917,42.505
"239175330","2110",hospital,Q.M.F Vehbi Shamolli,20.917,42.501
"239315426","2082",school,Shkolla Fillore 7 Marsi,20.882,42.556
"239319341","2301",restaurant,Blinaja,20.944,42.549
"240312996","2082",school,,20.845,42.862
"240313389","2256",stadium,FC Flamurtari,21.171,42.675
"240344697","2505",department_store,ETC,20.978,42.824
"240668885","2301",restaurant,IBOS Restaurant,20.488,42.778
"240958439","2082",school,,20.832,42.551
"241569019","2008",town_hall,Komuna e Istogut,20.488,42.782
"241569212","2301",restaurant,Resturant Hotel Butrinti,20.485,42.779
"241569251","2401",hotel,Hotel Trofta,20.482,42.781
"241569272","2015",graveyard,Varreza Muslimane,20.484,42.781
"241569775","2110",hospital,Spitali,20.482,42.783
"241584652","2303",cafe,Caffe Bar Off&On,20.489,42.777
"241584735","2082",school,"Gjimnazi Hazhi Zeka",20.491,42.779
"241584766","2082",school,"Gjimnazi Hazhi Zeka”",20.491,42.780
"241594333","2252",pitch,Palestra Sportive,20.484,42.780
"241613763","2204",park,,20.488,42.779
"241614554","2252",pitch,Stadiumi Demush Mavraj,20.494,42.778
"241614643","2082",school,Shkolla Fillore Bajram Curri,20.497,42.784
"241614820","2082",school,Shkolla Fillore Bajram Curri,20.496,42.784
"241615705","2252",pitch,,21.484,42.372
"241667084","2501",supermarket,Market Donita,20.489,42.782
"241667527","2302",fast_food,Marilyn-B,20.489,42.781
"241668624","2009",courthouse,Objekti i Gjykates Komunale,20.488,42.782
"241672781","2204",park,Park,20.473,42.725
"241672899","2082",school,Shkolla Profesionale Mithat Frasheri,20.476,42.725
"241796987","2301",restaurant,Restaurant Trofta e Drinit,20.313,42.738
"241827588","2008",town_hall,Komuna e Junikut,20.278,42.477
"241827588","2701",tourist_info,Komuna e Junikut,20.278,42.477
"242517776","2082",school,,20.817,42.173
"242517778","2256",stadium,,20.817,42.173
"242517787","2082",school,,20.817,42.173
"242543578","2015",graveyard,,20.800,42.258
"242602873","2504",mall,AGNESA 2,21.188,42.892
"242806857","2256",stadium,"Stadiumi i qytetit AGRON RAMA",21.075,42.690
"242925762","2252",pitch,,20.701,42.507
"242926967","2256",stadium,,20.739,42.479
"242926968","2256",stadium,,20.739,42.480
"242926970","2082",school,"Shkolla e Mesme Hamdi Berisha",20.738,42.480
"242926971","2082",school,,20.739,42.480
"242926972","2082",school,"Shkolla fillore Ibrahim Mazreku",20.738,42.480
"243053536","2204",park,Rethi i Teqes,20.865,42.888
"243071022","2253",swimming_pool,,21.064,42.737
"243071024","2253",swimming_pool,,21.064,42.737
"243071025","2253",swimming_pool,,21.064,42.737
"243071026","2253",swimming_pool,,21.072,42.731
"243071028","2253",swimming_pool,,21.073,42.731
"243076866","2543",doityourself,AL Trade Bau Market,21.146,42.624
"243158882","2256",stadium,FK Graçanicë,21.207,42.594
"243158892","2252",pitch,,21.207,42.595
"243158915","2082",school,,21.195,42.603
"243202500","2256",stadium,,20.757,42.571
"243202501","2082",school,,20.757,42.571
"243209379","2204",park,,20.745,42.218
"243260993","2252",pitch,,20.747,42.219
"243260994","2252",pitch,,20.747,42.219
"243260995","2252",pitch,,20.747,42.219
"243261000","2251",sports_centre,,20.747,42.219
"243307675","2015",graveyard,Varrezat e Dëshmorve (UCK),20.682,42.255
"243307677","2401",hotel,Oferta de luxe,20.700,42.243
"243309329","2541",car_dealership,BAAF - Mercedes Benz,20.786,42.273
"243309590","2204",park,,20.752,42.225
"243338870","2204",park,,20.739,42.214
"243338877","2204",park,Parku i Qytetit,20.727,42.207
"243384668","2256",stadium,,20.766,42.220
"243384669","2082",school,,20.766,42.220
"243530222","2252",pitch,,21.204,42.406
"243530224","2082",school,,21.204,42.406
"243536880","2253",swimming_pool,,20.700,42.202
"243539296","2082",school,Shkolla Fillore Skenderbeu,21.648,42.620
"244042638","2256",stadium,"Stadiumi i qytetit Sami Kelmendi",21.127,42.518
"244044546","2252",pitch,Stadiumi Rexhep Rexhepi,20.904,42.616
"244331037","2015",graveyard,,21.149,42.677
"244517448","2015",graveyard,Varrezat E fshatit,21.680,42.547
"244517450","2016",market_place,Tregu i Gjelbërt,21.681,42.544
"244604462","2082",school,Shkolla Fillore Zenel Hajdini,21.168,42.678
"244604880","2501",supermarket,Viva Fresh Store,21.166,42.679
"244750985","2110",hospital,Ambulanta Shëndetsore Kçiq i Madh,20.925,42.861
"244864735","2082",school,"Shkolla Fillore Enver Hadri Smrekonicë",20.934,42.857
"244864839","2517",shoe_shop,Kiki shoes,20.932,42.857
"244865392","2010",prison,Burgu i Smrekonicës,20.933,42.854
"244866137","2204",park,Parku Zabeli,20.931,42.868
"244930532","2012",community_centre,"Shtepia e Kultures Adem Jashari",20.487,42.778
"244934573","2251",sports_centre,Besi,20.487,42.778
"244935867","2721",attraction,Burimi i Burimit,20.481,42.789
"244935880","2301",restaurant,Restaurant Freskia,20.480,42.786
"244936846","2082",school,"Shkolla Fillore Martin Camaj",20.473,42.726
"244938427","2305",bar,Fron Bar,20.487,42.779
"246463142","2302",fast_food,Te Fazlia,20.486,42.782
"246463608","2501",supermarket,Jaffa-2,20.490,42.782
"246464008","2541",car_dealership,,20.490,42.782
"246769185","2504",mall,LUX Mall,20.874,42.892
